run_accession	study_accession	sample_accession	experiment_accession	scientific_name	tax_id	study_title	sample_title	experiment_title	library_name	cell_line	cell_type	library_strategy	library_source	library_selection	library_layout	instrument_platform	instrument_model	fastq_ftp	fastq_md5	fastq_bytes
SRR11721639	PRJNA630824	SAMN14846023	SRX8280945	Cricetulus griseus	10029	Abhd11 knockout in CHO cells	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA Seq of CHO cell in exponential growth in media without glutamine, Control strain B, replicate 2	control.b.2.minus			RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/039/SRR11721639/SRR11721639.fastq.gz	da9c6d71728dee3f806992170bf35fd6	585341456
SRR11721642	PRJNA630824	SAMN14846020	SRX8280942	Cricetulus griseus	10029	Abhd11 knockout in CHO cells	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA Seq of CHO cell in exponential growth in media without glutamine, Control strain A, replicate 2	control.a.2.minus			RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/042/SRR11721642/SRR11721642.fastq.gz	5b530d6bc33549f69bdb36721872fe97	562916578
SRR11721645	PRJNA630824	SAMN14846017	SRX8280939	Cricetulus griseus	10029	Abhd11 knockout in CHO cells	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA Seq of CHO cell in exponential growth in media without glutamine, Abhd11 KO strain C, replicate 2	ko.c.2.minus			RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/045/SRR11721645/SRR11721645.fastq.gz	cea7de0c80a6f2fcf33a895f83d181a2	573386337
SRR11721648	PRJNA630824	SAMN14845997	SRX8280936	Cricetulus griseus	10029	Abhd11 knockout in CHO cells	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA Seq of CHO cell in exponential growth in media with glutamine, Abhd11 KO strain A, replicate 3	ko.a.3.plus			RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/048/SRR11721648/SRR11721648.fastq.gz	c1191b953a96795b865c95bff9085260	648328933
SRR11721649	PRJNA630824	SAMN14846014	SRX8280935	Cricetulus griseus	10029	Abhd11 knockout in CHO cells	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA Seq of CHO cell in exponential growth in media without glutamine, Abhd11 KO strain B, replicate 2	ko.b.2.minus			RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/049/SRR11721649/SRR11721649.fastq.gz	e35befa31074c1eb6e6ae49b59522bd9	584010478
SRR11721658	PRJNA630824	SAMN14846005	SRX8280926	Cricetulus griseus	10029	Abhd11 knockout in CHO cells	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: RNA Seq of CHO cell in exponential growth in media with glutamine, Control strain A, replicate 2	control.a.2.plus			RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/058/SRR11721658/SRR11721658.fastq.gz	e346c179a7820ca3ab0ffea4dce4837e	587393540
SRR12194149	PRJNA645419	SAMN15504221	SRX8707284	Cricetulus griseus	10029	Systematic identification of safe harbor regions in the CHO genome through a comprehensive epigenome analysis	Model organism or animal sample from Cricetulus griseus	NextSeq 550 sequencing: Hi-C of CHO-K1 VRC01 antibody production cell line replicate 1	VRC01_HIC_rep1			Hi-C	GENOMIC	unspecified	PAIRED	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/049/SRR12194149/SRR12194149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/049/SRR12194149/SRR12194149_2.fastq.gz	e6fe327fae05ccb2004ef666e14c7281;9215c020174047f1fdb701099696a3c7	5693254864;5862563668
SRR12194150	PRJNA645419	SAMN15504220	SRX8707283	Cricetulus griseus	10029	Systematic identification of safe harbor regions in the CHO genome through a comprehensive epigenome analysis	Model organism or animal sample from Cricetulus griseus	NextSeq 550 sequencing: RNAseq of CHO-K1 host cell line replicate 3	CHOK1_RNASEQ_rep3			RNA-Seq	TRANSCRIPTOMIC	unspecified	PAIRED	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/050/SRR12194150/SRR12194150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/050/SRR12194150/SRR12194150_2.fastq.gz	9612b27d5759db40d979cb23bb4da829;3fd34af9e217f88791fdcfaff6acacca	3921990736;3990416883
SRR12194154	PRJNA645419	SAMN15504220	SRX8707279	Cricetulus griseus	10029	Systematic identification of safe harbor regions in the CHO genome through a comprehensive epigenome analysis	Model organism or animal sample from Cricetulus griseus	NextSeq 550 sequencing: Hi-C of CHO-K1 host cell line replicate 1	CHOK1_HIC_rep1			Hi-C	GENOMIC	unspecified	PAIRED	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12194154/SRR12194154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12194154/SRR12194154_2.fastq.gz	d5e80acadf31f5de0d2cca066b52ca7c;052002b58e51787f5fd2ea587775ffa5	11757650725;11991590393
SRR12339361	PRJNA649238	SAMN15660570	SRX8839217	Cricetulus griseus	10029	Chinese hamster (Cricetulus griseus) V79 cells grown under below-background radiation	Surface background	Illumina HiSeq 1500 sequencing: V79 cells grown under below background ionizing radiation	Surface rep 1			RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 1500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/061/SRR12339361/SRR12339361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/061/SRR12339361/SRR12339361_2.fastq.gz	f227519963d8ff8ea2f116231635fc7e;1c9c905e3f06e07eda4fb1e9f3915ccb	1850776484;2058544022
SRR12339366	PRJNA649238	SAMN15660565	SRX8839212	Cricetulus griseus	10029	Chinese hamster (Cricetulus griseus) V79 cells grown under below-background radiation	Below background	Illumina HiSeq 1500 sequencing: V79 cells grown under below background ionizing radiation	Minus rep 2			RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 1500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/066/SRR12339366/SRR12339366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/066/SRR12339366/SRR12339366_2.fastq.gz	395bfba2a25fbb2e916cdb475b03aa70;b655d1b7333ddcd87262146310bacab0	2162840600;2371782334
SRR12442803	PRJNA580502	SAMN15762598	SRX8937274	Cricetulus griseus	10029	RNAseq and DNAseq data for tree shrew, hamster, guinea pig, sheep, cow, pig, hedgehog, armadillo, and tenrec Raw sequence reads	Model organism or animal sample from Cricetulus griseus	Illumina HiSeq 2500 sequencing: RNAseq from Cricetulus griseus (Hamster) male Testis	Cricetulus.griseus.2865sTS.Male1.Testis			RNA-Seq	TRANSCRIPTOMIC	RANDOM	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/003/SRR12442803/SRR12442803.fastq.gz	a4eca1fcf1446ad1c647653fee9c2007	2495128733
SRR12442804	PRJNA580502	SAMN15762597	SRX8937273	Cricetulus griseus	10029	RNAseq and DNAseq data for tree shrew, hamster, guinea pig, sheep, cow, pig, hedgehog, armadillo, and tenrec Raw sequence reads	Model organism or animal sample from Cricetulus griseus	Illumina HiSeq 2500 sequencing: RNAseq from Cricetulus griseus (Hamster) male Cerebellum	Cricetulus.griseus.2864sTS.Male1.Cerebellum			RNA-Seq	TRANSCRIPTOMIC	RANDOM	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/004/SRR12442804/SRR12442804.fastq.gz	d3b8cf0e751596801857e8c1c179a0c8	2308952985
SRR12442805	PRJNA580502	SAMN15762596	SRX8937272	Cricetulus griseus	10029	RNAseq and DNAseq data for tree shrew, hamster, guinea pig, sheep, cow, pig, hedgehog, armadillo, and tenrec Raw sequence reads	Model organism or animal sample from Cricetulus griseus	Illumina HiSeq 2500 sequencing: RNAseq from Cricetulus griseus (Hamster) male Brain	Cricetulus.griseus.2863sTS.Male1.Brain			RNA-Seq	TRANSCRIPTOMIC	RANDOM	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/005/SRR12442805/SRR12442805.fastq.gz	bed386796a822d13aa06ec6320c699fc	1492886465
SRR12442810	PRJNA580502	SAMN15762591	SRX8937267	Cricetulus griseus	10029	RNAseq and DNAseq data for tree shrew, hamster, guinea pig, sheep, cow, pig, hedgehog, armadillo, and tenrec Raw sequence reads	Model organism or animal sample from Cricetulus griseus	Illumina HiSeq 2500 sequencing: RNAseq from Cricetulus griseus (Hamster) female Cerebellum	Cricetulus.griseus.3068sTS.Female1.Cerebellum			RNA-Seq	TRANSCRIPTOMIC	RANDOM	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/010/SRR12442810/SRR12442810.fastq.gz	46331da508a1c542828f339ac77475b7	1406452066
SRR12587970	PRJNA661407	SAMN16057385	SRX9074573	Cricetulus griseus	10029	Single cell RNASeq of the CHO K1 DP12 cell line	Model organism or animal sample from Cricetulus griseus	NextSeq 500 sequencing: Single cell RNASeq of the CHO K1 DP12 cell line: Replicate 2	chok1dp12_scrnaseq_r2	CHO K1 DP12		RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/070/SRR12587970/SRR12587970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/070/SRR12587970/SRR12587970_2.fastq.gz	12e9f7d8bbcd4e1a7865dfa258d2a712;db20e4e4e1f6abe21185331f7b6f929f	2705249328;4249221288
SRR12618085	PRJNA662582	SAMN16089552	SRX9101118	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_AMBP	Illumina MiSeq sequencing: GSM4774041: CHO_AMBP Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/085/SRR12618085/SRR12618085.fastq.gz	edb7553bb3f9030c7db1f5f947b850ad	3481709200
SRR12618090	PRJNA662582	SAMN16089549	SRX9101121	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_BMP10	Illumina MiSeq sequencing: GSM4774044: CHO_BMP10 Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/090/SRR12618090/SRR12618090.fastq.gz	c19b7d8e49f7afee34d8f31e9d1423cb	3279349772
SRR12618096	PRJNA662582	SAMN16089546	SRX9101123	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_CCL28	Illumina MiSeq sequencing: GSM4774046: CHO_CCL28 Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/096/SRR12618096/SRR12618096.fastq.gz	ac3455ec327a80ddbc6c33c8be6df35f	3322874610
SRR12618098	PRJNA662582	SAMN16089545	SRX9101124	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_CXCL13	Illumina MiSeq sequencing: GSM4774047: CHO_CXCL13 Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/098/SRR12618098/SRR12618098.fastq.gz	6232e4110bf3e937ab545f52ed9d352a	3059374220
SRR12618100	PRJNA662582	SAMN16089593	SRX9101125	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_Control_pQMCF	Illumina MiSeq sequencing: GSM4774048: CHO_Control_pQMCF Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/000/SRR12618100/SRR12618100.fastq.gz	63a1a359df24b2bb13a8b74e45c8e6ae	2829472583
SRR12618105	PRJNA662582	SAMN16089591	SRX9101127	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_FLT3LG	Illumina MiSeq sequencing: GSM4774050: CHO_FLT3LG Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/005/SRR12618105/SRR12618105.fastq.gz	288f51563915d44ebef16805c1e27d60	2943876549
SRR12618107	PRJNA662582	SAMN16089590	SRX9101128	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_FN1	Illumina MiSeq sequencing: GSM4774051: CHO_FN1 Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/007/SRR12618107/SRR12618107.fastq.gz	9294df3e21e96eb6c95f9ae9da4751a4	5170694590
SRR12618108	PRJNA662582	SAMN16089588	SRX9101129	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_FSTL3	Illumina MiSeq sequencing: GSM4774052: CHO_FSTL3 Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/008/SRR12618108/SRR12618108.fastq.gz	52c6498a9a3463e6066bb39abdeb4433	2134185487
SRR12618109	PRJNA662582	SAMN16089588	SRX9101129	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_FSTL3	Illumina MiSeq sequencing: GSM4774052: CHO_FSTL3 Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/009/SRR12618109/SRR12618109.fastq.gz	548abbab56a05d6a3d04f07e20a017b8	2318638642
SRR12618118	PRJNA662582	SAMN16089584	SRX9101133	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_LOX	Illumina MiSeq sequencing: GSM4774056: CHO_LOX Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/018/SRR12618118/SRR12618118.fastq.gz	aca82fb917390f813144bb13fdf2a896	2838352011
SRR12618120	PRJNA662582	SAMN16089584	SRX9101133	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_LOX	Illumina MiSeq sequencing: GSM4774056: CHO_LOX Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/020/SRR12618120/SRR12618120.fastq.gz	fe2a88c92ac47937d1121d415d8214d5	2859298518
SRR12618126	PRJNA662582	SAMN16089581	SRX9101136	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_PAMR1	Illumina MiSeq sequencing: GSM4774059: CHO_PAMR1 Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/026/SRR12618126/SRR12618126.fastq.gz	dc6e914ea7759e98195f2071ba3bda4e	3659623652
SRR12618130	PRJNA662582	SAMN16089579	SRX9101138	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_POSTN	Illumina MiSeq sequencing: GSM4774061: CHO_POSTN Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/030/SRR12618130/SRR12618130.fastq.gz	0ccf6028c33e45e0dccb83b5958ac7d6	3345455461
SRR12618134	PRJNA662582	SAMN16089597	SRX9101140	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_RSPO1	Illumina MiSeq sequencing: GSM4774063: CHO_RSPO1 Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/034/SRR12618134/SRR12618134.fastq.gz	d298aea7b6d9e7c810f7d6e9822a539e	2783437783
SRR12618135	PRJNA662582	SAMN16089597	SRX9101140	Cricetulus griseus	10029	Secretory pathway differences between HEK293 and CHO enable rescue of difficult to express human proteins	CHO_RSPO1	Illumina MiSeq sequencing: GSM4774063: CHO_RSPO1 Cricetulus griseus RNA-Seq		CHO		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/035/SRR12618135/SRR12618135.fastq.gz	5c1aa5932f3c9a93b0be7eabd4d3212b	3050178161
SRR12774933	PRJNA667472	SAMN16373833	SRX9245433	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	Kidney_ATAC1	NextSeq 500 sequencing: GSM4818101: Kidney_ATAC1 Cricetulus griseus ATAC-seq				ATAC-seq	GENOMIC	other	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/033/SRR12774933/SRR12774933.fastq.gz	80876b3d73f7bc1565fab04a81094201	913146925
SRR12774935	PRJNA667472	SAMN16373827	SRX9245435	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	Lung_ATAC1	NextSeq 500 sequencing: GSM4818103: Lung_ATAC1 Cricetulus griseus ATAC-seq				ATAC-seq	GENOMIC	other	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/035/SRR12774935/SRR12774935.fastq.gz	1d0e8b6b741ae23c395677f5859837d4	542289135
SRR12774945	PRJNA667472	SAMN16373848	SRX9245445	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	BMDM1hKLA_GROCap1	NextSeq 500 sequencing: GSM4818113: BMDM1hKLA_GROCap1 Cricetulus griseus OTHER			Bone marrow-derived macrophages	OTHER	TRANSCRIPTOMIC	other	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/045/SRR12774945/SRR12774945.fastq.gz	b5a9ba7456445353d5fd6432f6bba570	813044834
SRR12774955	PRJNA667472	SAMN16373838	SRX9245455	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	ReproductiveTract_RNASeq1	Illumina HiSeq 2500 sequencing: GSM4818123: ReproductiveTract_RNASeq1 Cricetulus griseus RNA-Seq				RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/055/SRR12774955/SRR12774955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/055/SRR12774955/SRR12774955_2.fastq.gz	9e222a03819e5472919346af117c007d;993cb133a91665176da3ffa9005636aa	1632070369;1785652899
SRR12774966	PRJNA667472	SAMN16373852	SRX9245466	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	Brain_START3	NextSeq 500 sequencing: GSM4818134: Brain_START3 Cricetulus griseus ncRNA-Seq				ncRNA-Seq	TRANSCRIPTOMIC	size fractionation	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/066/SRR12774966/SRR12774966.fastq.gz	3c722b54f7411ca5564977bfdfe12b48	334289109
SRR12774967	PRJNA667472	SAMN16373881	SRX9245467	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	CHO_START1	NextSeq 500 sequencing: GSM4818135: CHO_START1 Cricetulus griseus ncRNA-Seq		CHO-K1		ncRNA-Seq	TRANSCRIPTOMIC	size fractionation	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/067/SRR12774967/SRR12774967.fastq.gz	22741c115f67579cdded4f4a7710ddff	937960580
SRR12774972	PRJNA667472	SAMN16373880	SRX9245472	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	Kidney_START1	NextSeq 500 sequencing: GSM4818140: Kidney_START1 Cricetulus griseus ncRNA-Seq				ncRNA-Seq	TRANSCRIPTOMIC	size fractionation	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/072/SRR12774972/SRR12774972.fastq.gz	1a2dab9101c4eb0bfd430fdac173282a	185263510
SRR12774978	PRJNA667472	SAMN16373874	SRX9245478	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	MiscOrgans_START1	NextSeq 500 sequencing: GSM4818146: MiscOrgans_START1 Cricetulus griseus ncRNA-Seq				ncRNA-Seq	TRANSCRIPTOMIC	size fractionation	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/078/SRR12774978/SRR12774978.fastq.gz	cc380190aa8787ad961c77cffec56d10	220831255
SRR12774980	PRJNA667472	SAMN16373872	SRX9245480	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	Muscle_START1	NextSeq 500 sequencing: GSM4818148: Muscle_START1 Cricetulus griseus ncRNA-Seq				ncRNA-Seq	TRANSCRIPTOMIC	size fractionation	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/080/SRR12774980/SRR12774980.fastq.gz	1790dbd2b29b362ebdc52f236f0319ee	761015726
SRR12774984	PRJNA667472	SAMN16373868	SRX9245484	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	Spleen_START1	NextSeq 500 sequencing: GSM4818152: Spleen_START1 Cricetulus griseus ncRNA-Seq				ncRNA-Seq	TRANSCRIPTOMIC	size fractionation	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/084/SRR12774984/SRR12774984.fastq.gz	d0058b605b63b32c3ba87288844fa44c	583036080
SRR12774992	PRJNA667472	SAMN16373888	SRX9245492	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	Liver_STARTinput1	NextSeq 500 sequencing: GSM4818160: Liver_STARTinput1 Cricetulus griseus ncRNA-Seq				ncRNA-Seq	TRANSCRIPTOMIC	size fractionation	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/092/SRR12774992/SRR12774992.fastq.gz	662e5d7d8d6750ab8f46860c252667f4	406186465
SRR12774996	PRJNA667472	SAMN16373884	SRX9245496	Cricetulus griseus	10029	A Chinese hamster transcription start site atlas that enables targeted editing of CHO cells	Pancreas_STARTinput1	NextSeq 500 sequencing: GSM4818164: Pancreas_STARTinput1 Cricetulus griseus ncRNA-Seq				ncRNA-Seq	TRANSCRIPTOMIC	size fractionation	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/096/SRR12774996/SRR12774996.fastq.gz	9ddeeddad90e4d4f17947e16c3689d0a	514790994
SRR14085709	PRJNA717890	SAMN18515217	SRX10460046	Cricetulus griseus	10029	Cricetulus griseus isolate:amplicon-seq sample Raw sequence reads	S10-QIAseq_batch2	Illumina MiSeq sequencing: Targeted RNA-Seq/amplicon-seq of a mutated and a wild-type MAb Heavy Chain mixed to create a mutation spike-in series that is sequenced under various prep conditions	S10-QIAseq_batch2	CHO-K1		AMPLICON	TRANSCRIPTOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/009/SRR14085709/SRR14085709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/009/SRR14085709/SRR14085709_2.fastq.gz	83686ee090ead5cbc2ed9f0d729ba34e;abc1568749d82c42e432b0633a8b9dac	13605566;16549461
SRR14085717	PRJNA717890	SAMN18515172	SRX10460021	Cricetulus griseus	10029	Cricetulus griseus isolate:amplicon-seq sample Raw sequence reads	S5_batch1	Illumina MiSeq sequencing: Targeted RNA-Seq/amplicon-seq of a mutated and a wild-type MAb Heavy Chain mixed to create a mutation spike-in series that is sequenced under various prep conditions	S5_batch1	CHO-K1		AMPLICON	TRANSCRIPTOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/017/SRR14085717/SRR14085717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/017/SRR14085717/SRR14085717_2.fastq.gz	c8f5a37b174ffb1d20b3475277b47212;88d319d10fc3fe16678cbb39dc377cad	9864729;13839794
SRR14085724	PRJNA717890	SAMN18515204	SRX10460032	Cricetulus griseus	10029	Cricetulus griseus isolate:amplicon-seq sample Raw sequence reads	S6-KAPA_batch2	Illumina MiSeq sequencing: Targeted RNA-Seq/amplicon-seq of a mutated and a wild-type MAb Heavy Chain mixed to create a mutation spike-in series that is sequenced under various prep conditions	S6-KAPA_batch2	CHO-K1		AMPLICON	TRANSCRIPTOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/024/SRR14085724/SRR14085724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/024/SRR14085724/SRR14085724_2.fastq.gz	b9161c7ea55b4124d5b751609f07a6fa;c35d6de71eab39c19ed1aef16bf3ed5a	20862981;21017358
